Year,Units,Series,Territorio,Value
2019,Por 100.000 habitantes,Tasa de mortalidad por suicidio,Aragón,8.23
2013,Por 100.000 habitantes,Tasa de mortalidad por suicidio,Aragón,7.34
2020,Por 100.000 habitantes,Tasa de mortalidad por suicidio,Aragón,7.66
2017,Por 100.000 habitantes,Tasa de mortalidad por suicidio,España,7.91
2015,Por 100.000 habitantes,Tasa de mortalidad por suicidio,Aragón,9.91
2020,Por 100.000 habitantes,Tasa de mortalidad por suicidio,España,8.32
2015,Por 100.000 habitantes,Tasa de mortalidad por suicidio,España,7.76
2011,Por 100.000 habitantes,Tasa de mortalidad por suicidio,España,6.8
2016,Por 100.000 habitantes,Tasa de mortalidad por suicidio,España,7.68
2010,Por 100.000 habitantes,Tasa de mortalidad por suicidio,España,6.78
2019,Por 100.000 habitantes,Tasa de mortalidad por suicidio,España,7.79
2018,Por 100.000 habitantes,Tasa de mortalidad por suicidio,España,7.57
2012,Por 100.000 habitantes,Tasa de mortalidad por suicidio,España,7.57
2014,Por 100.000 habitantes,Tasa de mortalidad por suicidio,Aragón,8.73
2018,Por 100.000 habitantes,Tasa de mortalidad por suicidio,Aragón,9.12
2014,Por 100.000 habitantes,Tasa de mortalidad por suicidio,España,8.42
2012,Por 100.000 habitantes,Tasa de mortalidad por suicidio,Aragón,7.38
2013,Por 100.000 habitantes,Tasa de mortalidad por suicidio,España,8.31
2016,Por 100.000 habitantes,Tasa de mortalidad por suicidio,Aragón,8.58
2010,Por 100.000 habitantes,Tasa de mortalidad por suicidio,Aragón,7.07
2017,Por 100.000 habitantes,Tasa de mortalidad por suicidio,Aragón,7.6
2011,Por 100.000 habitantes,Tasa de mortalidad por suicidio,Aragón,6.62
