Year,Units,Series,Territorio,Value
2017,Millones de euros,Gasto de las administraciones públicas autonómicas en fomento del empleo,Aragón,127.79
2018,Millones de euros,Gasto de las administraciones públicas autonómicas en fomento del empleo,España,3752.89
2011,Millones de euros,Gasto de las administraciones públicas autonómicas en fomento del empleo,España,4642.07
2010,Millones de euros,Gasto de las administraciones públicas autonómicas en fomento del empleo,España,4994.44
2014,Millones de euros,Gasto de las administraciones públicas autonómicas en fomento del empleo,España,2975.23
2016,Millones de euros,Gasto de las administraciones públicas autonómicas en fomento del empleo,Aragón,90.36
2014,Millones de euros,Gasto de las administraciones públicas autonómicas en fomento del empleo,Aragón,98.15
2017,Millones de euros,Gasto de las administraciones públicas autonómicas en fomento del empleo,España,3654.89
2010,Millones de euros,Gasto de las administraciones públicas autonómicas en fomento del empleo,Aragón,151.24
2015,Millones de euros,Gasto de las administraciones públicas autonómicas en fomento del empleo,España,3089.97
2012,Millones de euros,Gasto de las administraciones públicas autonómicas en fomento del empleo,España,4004.13
2020,Millones de euros,Gasto de las administraciones públicas autonómicas en fomento del empleo,España,4538.09
2013,Millones de euros,Gasto de las administraciones públicas autonómicas en fomento del empleo,Aragón,106.84
2011,Millones de euros,Gasto de las administraciones públicas autonómicas en fomento del empleo,Aragón,140.22
2019,Millones de euros,Gasto de las administraciones públicas autonómicas en fomento del empleo,Aragón,109.81
2016,Millones de euros,Gasto de las administraciones públicas autonómicas en fomento del empleo,España,3127.38
2012,Millones de euros,Gasto de las administraciones públicas autonómicas en fomento del empleo,Aragón,86.52
2018,Millones de euros,Gasto de las administraciones públicas autonómicas en fomento del empleo,Aragón,133.75
2019,Millones de euros,Gasto de las administraciones públicas autonómicas en fomento del empleo,España,4133.64
2020,Millones de euros,Gasto de las administraciones públicas autonómicas en fomento del empleo,Aragón,104.56
2015,Millones de euros,Gasto de las administraciones públicas autonómicas en fomento del empleo,Aragón,111.14
2013,Millones de euros,Gasto de las administraciones públicas autonómicas en fomento del empleo,España,2799.03
2014,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,Aragón,1.92
2013,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,Aragón,2.18
2017,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,Aragón,2.24
2011,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,Aragón,2.6
2018,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,Aragón,2.16
2020,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,España,1.94
2012,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,Aragón,1.73
2012,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,España,2.34
2014,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,España,1.76
2017,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,España,2.08
2016,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,España,1.85
2015,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,Aragón,1.87
2020,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,Aragón,1.54
2010,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,Aragón,2.69
2019,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,Aragón,1.67
2010,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,España,3.01
2018,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,España,1.98
2011,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,España,2.85
2015,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,España,1.81
2013,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,España,1.73
2019,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,España,2.07
2016,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas en fomento del empleo,Aragón,1.69
