Year,Units,Series,Territorio,Value
2019,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,España,-0.7
2017,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,España,0.33
2014,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,Aragón,0.85
2013,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,España,1.03
2018,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,España,0.08
2016,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,Aragón,0.29
2019,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,Aragón,-1.59
2020,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,España,-6.99
2015,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,Aragón,0.0
2014,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,España,0.34
2015,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,España,1.01
2011,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,Aragón,1.26
2021,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,España,2.7
2017,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,Aragón,-0.61
2020,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,Aragón,-4.41
2010,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,España,1.94
2016,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,España,0.88
2012,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,España,1.1
2011,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,España,1.77
2012,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,Aragón,-1.1
2018,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,Aragón,0.74
2010,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,Aragón,2.59
2013,Porcentaje,Tasa de crecimiento anual del PIB real por persona empleada,Aragón,3.28
2018,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,España,-0.22
2019,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,Aragón,-1.14
2019,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,España,0.17
2014,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,Aragón,0.73
2010,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,Aragón,3.03
2016,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,España,0.45
2015,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,España,0.79
2010,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,España,2.54
2017,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,Aragón,-0.42
2013,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,España,1.44
2021,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,España,-1.76
2020,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,Aragón,2.15
2016,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,Aragón,0.16
2015,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,Aragón,0.11
2011,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,España,1.48
2012,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,España,1.93
2020,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,España,-0.28
2018,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,Aragón,1.06
2014,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,España,0.3
2012,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,Aragón,0.16
2011,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,Aragón,1.02
2017,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,España,0.87
2013,Porcentaje,Tasa de crecimiento anual del PIB real por hora trabajada,Aragón,3.47
