Year,Units,Series,Territorio,Value
2020,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,España,1.41
2013,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,Aragón,0.93
2020,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,Aragón,0.96
2011,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,España,1.33
2016,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,Aragón,0.91
2019,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,Aragón,0.94
2013,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,España,1.27
2018,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,España,1.24
2015,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,España,1.22
2010,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,España,1.36
2016,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,España,1.19
2021,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,Aragón,1.01
2014,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,España,1.24
2014,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,Aragón,0.93
2015,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,Aragón,0.92
2022,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,Aragón,1.07
2012,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,Aragón,0.98
2018,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,Aragón,0.92
2010,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,Aragón,1.11
2022,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,España,1.44
2019,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,España,1.25
2012,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,España,1.3
2021,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,España,1.41
2011,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,Aragón,0.97
2017,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,España,1.21
2017,Porcentaje,Gastos en investigación y desarrollo en proporción al PIB,Aragón,0.88
