Year,Units,Series,Territorio,Value
2021,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,Aragón,18.13
2020,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,Aragón,20.18
2015,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,Aragón,19.05
2014,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,Aragón,17.19
2018,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,Aragón,18.6
2020,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,España,12.66
2019,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,Aragón,18.13
2011,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,Aragón,17.55
2012,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,Aragón,16.28
2014,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,España,12.35
2012,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,España,12.61
2016,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,España,12.45
2021,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,España,12.25
2013,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,Aragón,15.66
2017,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,Aragón,17.3
2010,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,España,12.85
2015,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,España,12.45
2010,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,Aragón,17.51
2016,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,Aragón,17.77
2019,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,España,12.61
2017,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,España,12.71
2011,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,España,12.76
2013,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,España,12.36
2018,Porcentaje,Proporción de personas ocupadas en el sector manufacturero,España,12.65
2013,Porcentaje,Empleo del sector manufacturero en proporción al empleo total (personas empleadas),Aragón,14.8
2011,Porcentaje,Empleo del sector manufacturero en proporción al empleo total (personas empleadas),España,10.9
2010,Porcentaje,Empleo del sector manufacturero en proporción al empleo total (personas empleadas),Aragón,15.94
2020,Porcentaje,Empleo del sector manufacturero en proporción al empleo total (personas empleadas),España,9.74
2010,Porcentaje,Empleo del sector manufacturero en proporción al empleo total (personas empleadas),España,11.16
2016,Porcentaje,Empleo del sector manufacturero en proporción al empleo total (personas empleadas),Aragón,14.71
2017,Porcentaje,Empleo del sector manufacturero en proporción al empleo total (personas empleadas),España,10.05
2020,Porcentaje,Empleo del sector manufacturero en proporción al empleo total (personas empleadas),Aragón,15.18
2021,Porcentaje,Empleo del sector manufacturero en proporción al empleo total (personas empleadas),España,9.3
2018,Porcentaje,Empleo del sector manufacturero en proporción al empleo total (personas empleadas),España,10.05
2015,Porcentaje,Empleo del sector manufacturero en proporción al empleo total (personas empleadas),Aragón,14.55
2014,Porcentaje,Empleo del sector manufacturero en proporción al empleo total (personas empleadas),Aragón,14.6
2019,Porcentaje,Empleo del sector manufacturero en proporción al empleo total (personas empleadas),España,9.91
2014,Porcentaje,Empleo del sector manufacturero en proporción al empleo total (personas empleadas),España,9.97
2016,Porcentaje,Empleo del sector manufacturero en proporción al empleo total (personas empleadas),España,10.05
2019,Porcentaje,Empleo del sector manufacturero en proporción al empleo total (personas empleadas),Aragón,15.0
