Year,Units,Series,Territorio,Value
2012,Kg per cápita,Residuos urbanos recogidos per cápita,España,478.89
2018,Kg per cápita,Residuos urbanos recogidos per cápita,España,485.93
2016,Kg per cápita,Residuos urbanos recogidos per cápita,España,471.01
2014,Kg per cápita,Residuos urbanos recogidos per cápita,España,459.12
2015,Kg per cápita,Residuos urbanos recogidos per cápita,España,466.41
2015,Kg per cápita,Residuos urbanos recogidos per cápita,Aragón,427.88
2017,Kg per cápita,Residuos urbanos recogidos per cápita,España,483.86
2017,Kg per cápita,Residuos urbanos recogidos per cápita,Aragón,440.63
2019,Kg per cápita,Residuos urbanos recogidos per cápita,Aragón,491.94
2011,Kg per cápita,Residuos urbanos recogidos per cápita,España,498.16
2016,Kg per cápita,Residuos urbanos recogidos per cápita,Aragón,401.78
2013,Kg per cápita,Residuos urbanos recogidos per cápita,Aragón,410.93
2014,Kg per cápita,Residuos urbanos recogidos per cápita,Aragón,410.36
2019,Kg per cápita,Residuos urbanos recogidos per cápita,España,483.7
2018,Kg per cápita,Residuos urbanos recogidos per cápita,Aragón,494.37
2011,Kg per cápita,Residuos urbanos recogidos per cápita,Aragón,453.16
2013,Kg per cápita,Residuos urbanos recogidos per cápita,España,467.57
2010,Kg per cápita,Residuos urbanos recogidos per cápita,España,523.6
2010,Kg per cápita,Residuos urbanos recogidos per cápita,Aragón,448.15
2012,Kg per cápita,Residuos urbanos recogidos per cápita,Aragón,430.89
2014,Porcentaje,Proporción de residuos municipales incinerados en relación al total de residuos municipales generados y tratados,Aragón,0.0
2015,Porcentaje,Proporción de residuos municipales incinerados en relación al total de residuos municipales generados y tratados,España,12.71
2017,Porcentaje,Proporción de residuos municipales incinerados en relación al total de residuos municipales generados y tratados,España,12.73
2016,Porcentaje,Proporción de residuos municipales incinerados en relación al total de residuos municipales generados y tratados,España,12.02
2014,Porcentaje,Proporción de residuos municipales incinerados en relación al total de residuos municipales generados y tratados,España,11.8
2019,Porcentaje,Proporción de residuos municipales incinerados en relación al total de residuos municipales generados y tratados,España,10.99
2016,Porcentaje,Proporción de residuos municipales incinerados en relación al total de residuos municipales generados y tratados,Aragón,0.0
2015,Porcentaje,Proporción de residuos municipales incinerados en relación al total de residuos municipales generados y tratados,Aragón,0.0
2018,Porcentaje,Proporción de residuos municipales incinerados en relación al total de residuos municipales generados y tratados,España,11.59
2018,Porcentaje,Proporción de residuos municipales incinerados en relación al total de residuos municipales generados y tratados,Aragón,0.0
2017,Porcentaje,Proporción de residuos municipales incinerados en relación al total de residuos municipales generados y tratados,Aragón,0.0
2019,Porcentaje,Proporción de residuos municipales incinerados en relación al total de residuos municipales generados y tratados,Aragón,0.0
2019,Porcentaje,Proporción de residuos municipales vertidos en relación al total de residuos municipales generados y tratados,España,51.05
2017,Porcentaje,Proporción de residuos municipales vertidos en relación al total de residuos municipales generados y tratados,España,51.16
2014,Porcentaje,Proporción de residuos municipales vertidos en relación al total de residuos municipales generados y tratados,Aragón,70.95
2015,Porcentaje,Proporción de residuos municipales vertidos en relación al total de residuos municipales generados y tratados,España,56.77
2019,Porcentaje,Proporción de residuos municipales vertidos en relación al total de residuos municipales generados y tratados,Aragón,68.9
2016,Porcentaje,Proporción de residuos municipales vertidos en relación al total de residuos municipales generados y tratados,Aragón,72.08
2018,Porcentaje,Proporción de residuos municipales vertidos en relación al total de residuos municipales generados y tratados,España,53.39
