Year,Units,Series,Territorio,Value
2019,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,46.19
2011,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,43.14
2021,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,47.18
2013,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Aragón,32.84
2013,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,43.38
2010,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,42.22
2014,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Aragón,32.84
2017,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,45.43
2015,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Aragón,47.76
2011,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Aragón,32.84
2022,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Aragón,49.25
2012,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,43.38
2016,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,45.08
2017,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Aragón,47.76
2018,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Aragón,47.76
2020,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Aragón,49.25
2014,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,43.38
2023,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,47.01
2010,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Aragón,35.82
2022,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,47.46
2023,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Aragón,41.79
2016,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Aragón,47.76
2019,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Aragón,47.76
2021,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Aragón,49.25
2015,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,44.52
2020,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,46.34
2018,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,España,45.43
2012,Porcentaje,Proporción de escaños ocupados por mujeres en los parlamentos autonómicos,Aragón,32.84
2021,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,47.67
2020,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,45.08
2011,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Aragón,11.11
2023,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,45.79
2018,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,43.17
2017,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Aragón,44.44
2014,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Aragón,11.11
2019,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Aragón,45.45
2022,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,48.7
2023,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Aragón,40.0
2012,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,34.13
2017,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,43.18
2010,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,41.94
2022,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Aragón,50.0
2015,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Aragón,44.44
2016,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Aragón,44.44
2014,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,34.16
2018,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Aragón,44.44
2020,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Aragón,50.0
2010,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Aragón,36.36
2013,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Aragón,11.11
2013,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,34.16
2011,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,34.13
2012,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Aragón,11.11
2019,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,47.24
2021,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,Aragón,50.0
2015,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,44.38
2016,Porcentaje,Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos,España,43.18
2019,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,España,21.71
2020,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,Aragón,18.74
2018,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,España,19.09
2021,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,España,22.04
2013,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,España,17.17
2019,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,Aragón,18.74
2010,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,Aragón,13.41
2012,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,Aragón,16.3
2013,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,Aragón,16.55
2016,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,España,19.09
2022,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,Aragón,18.88
2011,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,Aragón,16.3
2023,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,España,24.46
2014,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,Aragón,16.74
2015,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,España,19.09
2022,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,España,22.26
2021,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,Aragón,19.29
2018,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,Aragón,18.47
2016,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,Aragón,18.47
2017,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,Aragón,18.47
2015,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,Aragón,18.47
2017,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,España,19.09
2014,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,España,17.42
2011,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,España,16.77
2010,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,España,14.6
2023,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,Aragón,23.42
2012,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,España,16.77
2020,Porcentaje,Proporción de alcaldías ocupadas por mujeres en los gobiernos locales,España,21.71
2012,Porcentaje,Proporción de concejalías ocupadas por mujeres en los gobiernos locales,España,34.95
2015,Porcentaje,Proporción de concejalías ocupadas por mujeres en los gobiernos locales,Aragón,28.08
2021,Porcentaje,Proporción de concejalías ocupadas por mujeres en los gobiernos locales,España,40.85
2012,Porcentaje,Proporción de concejalías ocupadas por mujeres en los gobiernos locales,Aragón,26.94
2018,Porcentaje,Proporción de concejalías ocupadas por mujeres en los gobiernos locales,España,35.57
2010,Porcentaje,Proporción de concejalías ocupadas por mujeres en los gobiernos locales,España,30.5
2020,Porcentaje,Proporción de concejalías ocupadas por mujeres en los gobiernos locales,España,40.82
2014,Porcentaje,Proporción de concejalías ocupadas por mujeres en los gobiernos locales,Aragón,27.12
