Year,Units,Series,Territorio,Value
2016,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a educación,Aragón,24.01
2014,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a educación,España,23.36
2018,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a educación,España,23.83
2012,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a educación,Aragón,19.96
2019,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a educación,Aragón,24.3
2018,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a educación,Aragón,24.29
2017,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a educación,Aragón,24.28
2019,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a educación,España,23.58
2013,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a educación,España,23.29
2017,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a educación,España,24.3
2012,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a educación,España,20.43
2016,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a educación,España,24.46
2015,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a educación,Aragón,22.37
2013,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a educación,Aragón,22.43
2015,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a educación,España,23.53
2014,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a educación,Aragón,23.2
2012,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a salud,España,30.98
2015,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a salud,Aragón,38.48
2018,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a salud,España,36.46
2018,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a salud,Aragón,39.26
2014,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a salud,España,35.36
2012,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a salud,Aragón,33.76
2015,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a salud,España,35.71
2013,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a salud,España,35.35
2017,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a salud,Aragón,39.74
2014,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a salud,Aragón,38.69
2017,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a salud,España,36.71
2016,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a salud,Aragón,40.29
2016,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a salud,España,36.97
2013,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a salud,Aragón,38.03
2019,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a salud,España,36.44
2019,Porcentaje,Proporción del gasto de las administraciones públicas autonómicas que se dedica a salud,Aragón,39.41
