Year,Units,Series,Territorio,Value
2017,Por 100.000,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,Aragón,1.29
2020,Por 100.000,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,España,0.57
2019,Por 100.000,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,España,1.15
2016,Por 100.000,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,Aragón,0.84
2019,Por 100.000,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,Aragón,1.59
2018,Por 100.000,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,Aragón,0.3
2020,Por 100.000,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,Aragón,0.3
2016,Por 100.000,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,España,0.42
2018,Por 100.000,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,España,0.51
2017,Por 100.000,Número de víctimas detectadas de tráfico de personas por cada 100.000 habitantes,España,0.47
2017,Por 100.000,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,Aragón,0.08
2013,Por 100.000,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,Aragón,0.22
2015,Por 100.000,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,Aragón,0.15
2019,Por 100.000,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,Aragón,0.76
2015,Por 100.000,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,España,0.29
2019,Por 100.000,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,España,0.62
2016,Por 100.000,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,España,0.32
2020,Por 100.000,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,España,0.34
2016,Por 100.000,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,Aragón,0.61
2012,Por 100.000,Número de víctimas detectadas de tráfico de personas para explotación sexual por cada 100.000 habitantes,Aragón,0.9
