Year,Units,Series,Territorio,Value
2015,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,1.82
2011,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,2.1
2021,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,1.76
2020,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,1.76
2013,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,1.89
2013,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,1.11
2012,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,2.09
2010,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,2.08
2011,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,3.25
2017,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,1.86
2016,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,1.74
2014,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,1.29
2012,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,1.84
2018,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,1.87
2016,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,1.85
2019,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,1.84
2019,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,1.14
2022,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,1.74
2018,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,1.1
2022,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,1.22
2015,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,1.41
2010,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,1.7
2020,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,1.43
2014,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,2.07
2017,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,1.8
2021,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,1.16
