Year,Units,Series,Territorio,Value
2022,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",Aragón,7.97
2020,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",Aragón,8.73
2013,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",España,18.63
2018,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",España,12.45
2021,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",España,13.88
2010,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",España,17.81
2011,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",España,18.25
2016,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",España,14.61
2014,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",España,17.14
2010,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",Aragón,10.49
2012,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",España,18.6
2012,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",Aragón,15.86
2017,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",España,13.32
2018,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",Aragón,10.35
2023,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",Aragón,7.94
2019,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",España,12.13
2014,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",Aragón,13.86
2015,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",Aragón,15.18
2015,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",España,15.64
2013,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",Aragón,14.12
2017,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",Aragón,11.45
2011,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",Aragón,12.58
2021,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",Aragón,11.79
2016,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",Aragón,12.73
2019,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",Aragón,10.11
2022,Porcentaje,"Proporción de jóvenes entre 15 y 24 años que no cursan estudios, no están empleados ni reciben formación",España,10.97
