Year,Units,Series,Territorio,Value
2012,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de PIB,España,0.27
2020,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de PIB,Aragón,0.2
2010,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de PIB,España,0.27
2014,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de PIB,Aragón,0.31
2018,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de PIB,Aragón,0.25
2015,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de PIB,España,0.26
2011,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de PIB,Aragón,0.38
2017,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de PIB,Aragón,0.3
2012,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de PIB,Aragón,0.34
2018,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de PIB,España,0.24
2016,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de PIB,Aragón,0.26
2013,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de PIB,España,0.25
2017,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de PIB,España,0.25
2019,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de PIB,España,0.22
2014,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de PIB,España,0.25
2010,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de PIB,Aragón,0.3
2016,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de PIB,España,0.24
2020,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de PIB,España,0.2
2015,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de PIB,Aragón,0.3
2011,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de PIB,España,0.27
2019,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de PIB,Aragón,0.23
2013,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de PIB,Aragón,0.29
2012,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de valor añadido del sector manufacturero,España,0.65
2020,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de valor añadido del sector manufacturero,Aragón,0.3
2012,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de valor añadido del sector manufacturero,Aragón,0.46
2011,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de valor añadido del sector manufacturero,Aragón,0.47
2010,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de valor añadido del sector manufacturero,España,0.65
2015,Kg de CO2 equivalente por euro de PIB,Emisiones de CO2 de las unidades residentes por unidad de valor añadido del sector manufacturero,Aragón,0.39
