Year,Units,Series,Territorio,Value
2018,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",España,21.54
2020,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",España,20.97
2017,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",España,21.61
2010,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",España,20.72
2022,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",España,20.45
2015,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",Aragón,14.4
2013,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",Aragón,16.14
2017,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",Aragón,13.33
2016,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",Aragón,15.71
2018,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",Aragón,14.2
2014,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",Aragón,16.91
2013,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",España,20.38
2011,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",España,20.65
2016,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",España,22.35
2019,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",Aragón,17.92
2019,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",España,20.66
2014,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",España,22.23
2021,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",Aragón,15.79
2012,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",Aragón,14.54
2010,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",Aragón,14.16
2015,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",España,22.13
2011,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",Aragón,15.55
2020,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",Aragón,15.96
2022,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",Aragón,15.03
2021,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",España,21.67
2012,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral nacional de pobreza",España,20.83
2020,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral autonómico de pobreza",España,26.29
2014,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral autonómico de pobreza",España,30.97
2016,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral autonómico de pobreza",Aragón,22.56
2019,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral autonómico de pobreza",Aragón,20.78
2019,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral autonómico de pobreza",España,27.57
2016,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral autonómico de pobreza",España,29.24
2010,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral autonómico de pobreza",España,35.75
2021,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral autonómico de pobreza",Aragón,19.3
2020,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral autonómico de pobreza",Aragón,18.76
2010,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral autonómico de pobreza",Aragón,26.68
2022,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral autonómico de pobreza",España,28.17
2015,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral autonómico de pobreza",Aragón,20.58
2022,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral autonómico de pobreza",Aragón,21.39
2021,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral autonómico de pobreza",España,27.35
2013,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral autonómico de pobreza",España,29.69
2011,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral autonómico de pobreza",España,37.48
2013,Porcentaje,"Proporción de personas en riesgo de pobreza relativa, considerando el umbral autonómico de pobreza",Aragón,21.73
