Year,Units,Series,Territorio,Value
2013,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,1.89
2015,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,1.82
2012,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,2.09
2018,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,1.87
2018,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,1.1
2010,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,1.7
2017,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,1.8
2014,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,1.29
2011,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,2.1
2014,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,2.07
2019,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,1.14
2020,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,1.76
2019,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,1.84
2012,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,1.84
2016,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,1.85
2010,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,2.08
2020,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,1.43
2013,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,1.11
2015,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,1.41
2016,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,1.74
2017,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,España,1.86
2011,Por 1.000 nacidos vivos,Tasa de mortalidad neonatal,Aragón,3.25
