Year,Units,Series,Territorio,Value
2015,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Aragón,59.39
2020,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Aragón,49.88
2019,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Aragón,68.49
2018,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,102.66
2018,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Aragón,63.39
2015,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,101.93
2017,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,100.57
2019,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,106.22
2016,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,España,98.25
2016,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Aragón,58.33
2017,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales por cada 100.000 habitantes,Aragón,60.12
2018,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,174.12
2015,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,173.75
2017,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,171.11
2019,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,179.55
2020,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,Aragón,80.34
2018,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,Aragón,102.97
2019,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,Aragón,112.88
2016,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,Aragón,99.15
2015,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,Aragón,102.11
2017,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,Aragón,117.82
2016,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de hombres por cada 100.000 hombres,España,167.19
2016,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,Aragón,18.34
2015,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,España,32.2
2017,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,España,32.43
2019,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,Aragón,25.2
2015,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,Aragón,17.4
2019,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,España,35.54
2018,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,Aragón,24.77
2016,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,España,31.53
2018,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,España,33.74
2017,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,Aragón,3.76
2020,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de drogas ilegales de mujeres por cada 100.000 mujeres,Aragón,20.18
2017,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,España,55.34
2020,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,Aragón,33.36
2016,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,España,57.38
2019,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,Aragón,38.36
2018,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,Aragón,40.05
2015,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,España,59.19
2019,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,España,57.76
2015,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,Aragón,44.49
2016,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,Aragón,43.21
2017,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,Aragón,45.6
2018,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,España,55.2
2017,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,Aragón,70.91
2015,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,España,93.39
2020,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,Aragón,47.17
2016,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,España,89.85
2018,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,Aragón,57.87
2019,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,Aragón,57.67
2016,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,Aragón,66.0
2018,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,España,86.51
2019,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,España,89.3
2017,Por 100.000,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,España,87.02
