Year,Units,Series,Territorio,Value
2019,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,3145.02
2018,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2999.44
2018,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,3077.11
2014,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2632.51
2016,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2727.58
2014,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,2765.12
2019,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,3057.56
2016,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,2881.24
2017,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2864.16
2022,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,3384.29
2022,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,3366.34
2010,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2891.88
2010,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,3611.53
2011,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,3318.64
2020,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,3070.48
2012,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2711.86
2017,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,2958.42
2015,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,2692.36
2015,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2639.62
2021,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,3254.15
2011,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2786.59
2012,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,3054.96
2020,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,2981.43
2021,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,3273.44
2013,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2645.38
2013,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,2772.97
