Year,Units,Series,Territorio,Value
2020,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,253.15
2018,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,258.71
2019,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,247.65
2012,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Aragón,318.29
2022,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Aragón,316.23
2017,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,263.31
2019,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Aragón,306.55
2016,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,257.99
2021,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Aragón,289.77
2010,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Aragón,304.58
2011,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Aragón,314.77
2014,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Aragón,315.68
2015,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,267.76
2018,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Aragón,326.17
2021,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,251.63
2013,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,252.21
2020,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Aragón,310.47
2013,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Aragón,315.98
2011,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,253.18
2022,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,253.88
2010,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,255.85
2014,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,252.82
2012,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,España,261.17
2016,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Aragón,320.99
2015,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Aragón,343.03
2017,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades cardiovasculares,Aragón,327.75
2019,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Aragón,71.35
2017,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Aragón,85.76
2018,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Aragón,81.85
2018,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,85.01
2013,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Aragón,72.94
2022,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Aragón,68.79
2021,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Aragón,58.16
2015,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Aragón,87.14
2010,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Aragón,75.31
2020,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,65.64
2014,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,72.69
2012,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Aragón,83.73
2020,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Aragón,73.3
2017,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,82.85
2015,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,85.27
2013,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,70.81
2019,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,74.51
2021,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,58.85
2014,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Aragón,76.68
2010,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,68.24
2011,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Aragón,76.46
2016,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,Aragón,76.51
2022,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,66.81
2012,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,78.07
2016,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,76.85
2011,Por 100.000 habitantes,Tasa de mortalidad atribuida a las enfermedades respiratorias crónicas,España,70.29
2019,Por 100.000 habitantes,Tasa de mortalidad atribuida a la diabetes,Aragón,30.43
2020,Por 100.000 habitantes,Tasa de mortalidad atribuida a la diabetes,España,23.86
2012,Por 100.000 habitantes,Tasa de mortalidad atribuida a la diabetes,Aragón,29.48
2015,Por 100.000 habitantes,Tasa de mortalidad atribuida a la diabetes,Aragón,34.6
2011,Por 100.000 habitantes,Tasa de mortalidad atribuida a la diabetes,Aragón,30.05
2010,Por 100.000 habitantes,Tasa de mortalidad atribuida a la diabetes,España,21.04
2011,Por 100.000 habitantes,Tasa de mortalidad atribuida a la diabetes,España,21.39
2012,Por 100.000 habitantes,Tasa de mortalidad atribuida a la diabetes,España,21.36
2017,Por 100.000 habitantes,Tasa de mortalidad atribuida a la diabetes,Aragón,33.98
2021,Por 100.000 habitantes,Tasa de mortalidad atribuida a la diabetes,Aragón,31.71
