Year,Units,Series,Territorio,Value
2013,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,Aragón,95.3
2012,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,Aragón,95.3
2020,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,España,98.89
2013,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,España,94.18
2023,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,España,99.18
2022,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,España,99.25
2019,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,España,96.92
2011,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,Aragón,93.6
2011,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,España,92.79
2017,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,Aragón,96.4
2014,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,Aragón,94.0
2010,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,España,92.3
2012,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,España,94.38
2021,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,Aragón,99.0
2017,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,España,96.16
2014,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,España,95.01
2022,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,Aragón,98.4
2019,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,Aragón,97.5
2015,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,Aragón,95.2
2021,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,España,99.17
2010,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,Aragón,93.3
2023,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,Aragón,99.2
2020,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,Aragón,99.4
2015,Porcentaje,Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil,España,95.45
2017,Porcentaje,Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil,España,95.33
2015,Porcentaje,Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil,España,94.35
2023,Porcentaje,Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil,España,99.23
2020,Porcentaje,Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil,Aragón,94.6
2010,Porcentaje,Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil,Aragón,99.29
2021,Porcentaje,Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil,España,97.12
2012,Porcentaje,Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil,Aragón,93.3
2011,Porcentaje,Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil,Aragón,99.14
2021,Porcentaje,Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil,Aragón,97.9
2019,Porcentaje,Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil,España,95.52
2017,Porcentaje,Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil,Aragón,95.1
2014,Porcentaje,Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil,España,94.1
2022,Porcentaje,Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil,España,98.91
2022,Porcentaje,Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil,Aragón,99.8
2013,Porcentaje,Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil,Aragón,93.4
2015,Porcentaje,Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil,Aragón,95.4
2019,Porcentaje,Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil,Aragón,95.9
2023,Porcentaje,Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil,Aragón,98.3
2020,Porcentaje,Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil,España,96.11
2013,Porcentaje,Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil,España,92.19
2014,Porcentaje,Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil,Aragón,95.1
2012,Porcentaje,Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil,España,92.18
2010,Porcentaje,Proporción de hombres entre 16 y 74 años que utilizan el teléfono móvil,Aragón,93.3
2015,Porcentaje,Proporción de hombres entre 16 y 74 años que utilizan el teléfono móvil,España,95.38
2011,Porcentaje,Proporción de hombres entre 16 y 74 años que utilizan el teléfono móvil,Aragón,93.8
2017,Porcentaje,Proporción de hombres entre 16 y 74 años que utilizan el teléfono móvil,España,96.21
2013,Porcentaje,Proporción de hombres entre 16 y 74 años que utilizan el teléfono móvil,Aragón,95.2
