Year,Units,Series,Territorio,Value
2012,Porcentaje,Proporción de personas de 15 años que han alcanzado al menos el nivel 2 de competencia en lectura,Aragón,82.11
2015,Porcentaje,Proporción de personas de 15 años que han alcanzado al menos el nivel 2 de competencia en lectura,Aragón,85.84
2018,Porcentaje,Proporción de personas de 15 años que han alcanzado al menos el nivel 2 de competencia en lectura,España,76.8
2018,Porcentaje,Proporción de personas de 15 años que han alcanzado al menos el nivel 2 de competencia en lectura,Aragón,80.12
2012,Porcentaje,Proporción de personas de 15 años que han alcanzado al menos el nivel 2 de competencia en lectura,España,81.66
2015,Porcentaje,Proporción de personas de 15 años que han alcanzado al menos el nivel 2 de competencia en lectura,España,83.76
2018,Porcentaje,Proporción de hombres de 15 años que han alcanzado al menos el nivel 2 de competencia en lectura,España,72.08
2018,Porcentaje,Proporción de hombres de 15 años que han alcanzado al menos el nivel 2 de competencia en lectura,Aragón,74.33
2015,Porcentaje,Proporción de hombres de 15 años que han alcanzado al menos el nivel 2 de competencia en lectura,Aragón,82.79
2012,Porcentaje,Proporción de hombres de 15 años que han alcanzado al menos el nivel 2 de competencia en lectura,Aragón,76.34
2015,Porcentaje,Proporción de hombres de 15 años que han alcanzado al menos el nivel 2 de competencia en lectura,España,80.36
2012,Porcentaje,Proporción de hombres de 15 años que han alcanzado al menos el nivel 2 de competencia en lectura,España,76.59
2012,Porcentaje,Proporción de mujeres de 15 años que han alcanzado al menos el nivel 2 de competencia en lectura,Aragón,87.76
2018,Porcentaje,Proporción de mujeres de 15 años que han alcanzado al menos el nivel 2 de competencia en lectura,España,81.64
2018,Porcentaje,Proporción de mujeres de 15 años que han alcanzado al menos el nivel 2 de competencia en lectura,Aragón,86.02
2015,Porcentaje,Proporción de mujeres de 15 años que han alcanzado al menos el nivel 2 de competencia en lectura,Aragón,89.47
2012,Porcentaje,Proporción de mujeres de 15 años que han alcanzado al menos el nivel 2 de competencia en lectura,España,86.88
2015,Porcentaje,Proporción de mujeres de 15 años que han alcanzado al menos el nivel 2 de competencia en lectura,España,87.16
2018,Porcentaje,Proporción de personas de 15 años que han alcanzado al menos el nivel 2 de competencia en matemáticas,Aragón,80.33
2018,Porcentaje,Proporción de personas de 15 años que han alcanzado al menos el nivel 2 de competencia en matemáticas,España,75.3
2012,Porcentaje,Proporción de personas de 15 años que han alcanzado al menos el nivel 2 de competencia en matemáticas,Aragón,78.73
2015,Porcentaje,Proporción de personas de 15 años que han alcanzado al menos el nivel 2 de competencia en matemáticas,Aragón,82.89
2015,Porcentaje,Proporción de personas de 15 años que han alcanzado al menos el nivel 2 de competencia en matemáticas,España,77.8
2012,Porcentaje,Proporción de personas de 15 años que han alcanzado al menos el nivel 2 de competencia en matemáticas,España,76.39
2018,Porcentaje,Proporción de hombres de 15 años que han alcanzado al menos el nivel 2 de competencia en matemáticas,España,75.43
2018,Porcentaje,Proporción de hombres de 15 años que han alcanzado al menos el nivel 2 de competencia en matemáticas,Aragón,80.17
2012,Porcentaje,Proporción de hombres de 15 años que han alcanzado al menos el nivel 2 de competencia en matemáticas,España,77.86
2015,Porcentaje,Proporción de hombres de 15 años que han alcanzado al menos el nivel 2 de competencia en matemáticas,Aragón,82.86
2012,Porcentaje,Proporción de hombres de 15 años que han alcanzado al menos el nivel 2 de competencia en matemáticas,Aragón,79.72
2015,Porcentaje,Proporción de hombres de 15 años que han alcanzado al menos el nivel 2 de competencia en matemáticas,España,79.59
2015,Porcentaje,Proporción de mujeres de 15 años que han alcanzado al menos el nivel 2 de competencia en matemáticas,Aragón,82.92
2018,Porcentaje,Proporción de mujeres de 15 años que han alcanzado al menos el nivel 2 de competencia en matemáticas,España,75.17
2012,Porcentaje,Proporción de mujeres de 15 años que han alcanzado al menos el nivel 2 de competencia en matemáticas,España,74.89
2012,Porcentaje,Proporción de mujeres de 15 años que han alcanzado al menos el nivel 2 de competencia en matemáticas,Aragón,77.76
2018,Porcentaje,Proporción de mujeres de 15 años que han alcanzado al menos el nivel 2 de competencia en matemáticas,Aragón,80.48
2015,Porcentaje,Proporción de mujeres de 15 años que han alcanzado al menos el nivel 2 de competencia en matemáticas,España,76.02
