Year,Units,Series,Territorio,Value
2015,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Aragón,16.1
2020,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,6648.52
2018,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Aragón,21.07
2011,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,12447.36
2018,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,8370.53
2016,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Aragón,-44.01
2021,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,1358.71
2011,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Aragón,67.8
2010,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Aragón,3.23
2016,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,9109.58
2021,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Aragón,
2014,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,8412.92
2020,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Aragón,0.11
2017,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,9392.44
2014,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Aragón,34.57
2013,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,9283.13
2017,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Aragón,0.41
2013,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Aragón,13.64
2012,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,1881.42
2015,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,6589.59
2019,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Aragón,22.3
2010,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,8237.69
2012,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,Aragón,-17.9
2019,Millones de euros,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo,España,3879.79
2020,Millones de euros,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,306.11
2017,Millones de euros,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Aragón,7.13
2016,Millones de euros,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,218.57
2018,Millones de euros,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,287.29
2014,Millones de euros,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Aragón,7.89
2010,Millones de euros,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Aragón,16.93
2014,Millones de euros,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,162.35
2011,Millones de euros,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Aragón,11.43
2011,Millones de euros,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,286.82
2012,Millones de euros,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,207.72
2013,Millones de euros,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Aragón,6.97
2015,Millones de euros,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Aragón,5.89
2019,Millones de euros,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,321.29
2013,Millones de euros,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,185.7
2018,Millones de euros,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Aragón,6.29
2010,Millones de euros,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,510.42
2016,Millones de euros,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Aragón,6.69
2019,Millones de euros,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Aragón,4.19
2015,Millones de euros,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,189.8
2017,Millones de euros,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,244.96
2012,Millones de euros,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Aragón,2.97
2012,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Aragón,-0.06
2020,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Aragón,0.0
2020,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.59
2017,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.79
2013,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Aragón,0.04
2015,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.61
2012,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.18
2018,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.8
2021,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.11
2016,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.82
2016,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Aragón,-0.13
2013,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.91
2011,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Aragón,0.2
2015,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Aragón,0.05
2010,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.77
2019,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Aragón,0.06
2018,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Aragón,0.06
2019,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.31
2014,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Aragón,0.11
2011,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,1.17
2010,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Aragón,0.01
2017,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Aragón,0.0
2014,Porcentaje,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.81
2020,Porcentaje,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,Aragón,0.02
2013,Porcentaje,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,Aragón,0.02
2017,Porcentaje,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.02
2014,Porcentaje,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,Aragón,0.02
2013,Porcentaje,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.02
2019,Porcentaje,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.03
