Year,Units,Series,Territorio,Value
2022,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,Aragón,74.45
2016,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,España,84.3
2020,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,Aragón,74.39
2021,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,Aragón,73.49
2021,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,España,84.38
2018,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,Aragón,87.17
2018,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,España,83.44
2020,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,España,84.09
2019,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,Aragón,82.28
2016,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,Aragón,95.7
2017,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,España,84.5
2019,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,España,84.19
2022,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,España,85.5
2017,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,Aragón,85.0
