Year,Units,Series,Territorio,Value
2011,Por 100.000 habitantes,Tasa de mortalidad atribuida a intoxicaciones involuntarias,España,1.18
2010,Por 100.000 habitantes,Tasa de mortalidad atribuida a intoxicaciones involuntarias,Aragón,0.82
2014,Por 100.000 habitantes,Tasa de mortalidad atribuida a intoxicaciones involuntarias,España,1.6
2019,Por 100.000 habitantes,Tasa de mortalidad atribuida a intoxicaciones involuntarias,Aragón,1.13
2018,Por 100.000 habitantes,Tasa de mortalidad atribuida a intoxicaciones involuntarias,Aragón,0.68
2012,Por 100.000 habitantes,Tasa de mortalidad atribuida a intoxicaciones involuntarias,Aragón,1.12
2015,Por 100.000 habitantes,Tasa de mortalidad atribuida a intoxicaciones involuntarias,España,1.51
2012,Por 100.000 habitantes,Tasa de mortalidad atribuida a intoxicaciones involuntarias,España,1.32
2017,Por 100.000 habitantes,Tasa de mortalidad atribuida a intoxicaciones involuntarias,España,1.64
2014,Por 100.000 habitantes,Tasa de mortalidad atribuida a intoxicaciones involuntarias,Aragón,1.05
2015,Por 100.000 habitantes,Tasa de mortalidad atribuida a intoxicaciones involuntarias,Aragón,0.61
2018,Por 100.000 habitantes,Tasa de mortalidad atribuida a intoxicaciones involuntarias,España,1.53
2016,Por 100.000 habitantes,Tasa de mortalidad atribuida a intoxicaciones involuntarias,España,1.58
2020,Por 100.000 habitantes,Tasa de mortalidad atribuida a intoxicaciones involuntarias,España,1.16
2019,Por 100.000 habitantes,Tasa de mortalidad atribuida a intoxicaciones involuntarias,España,1.61
2011,Por 100.000 habitantes,Tasa de mortalidad atribuida a intoxicaciones involuntarias,Aragón,0.67
2013,Por 100.000 habitantes,Tasa de mortalidad atribuida a intoxicaciones involuntarias,España,1.46
2020,Por 100.000 habitantes,Tasa de mortalidad atribuida a intoxicaciones involuntarias,Aragón,0.68
2013,Por 100.000 habitantes,Tasa de mortalidad atribuida a intoxicaciones involuntarias,Aragón,0.97
2017,Por 100.000 habitantes,Tasa de mortalidad atribuida a intoxicaciones involuntarias,Aragón,0.76
2010,Por 100.000 habitantes,Tasa de mortalidad atribuida a intoxicaciones involuntarias,España,1.14
2016,Por 100.000 habitantes,Tasa de mortalidad atribuida a intoxicaciones involuntarias,Aragón,0.99
