Year,Units,Series,Territorio,Value
2018,Por 100.000,Incidencia de la tuberculosis,Aragón,8.59
2013,Por 100.000,Incidencia de la tuberculosis,Aragón,13.79
2017,Por 100.000,Incidencia de la tuberculosis,Aragón,10.34
2013,Por 100.000,Incidencia de la tuberculosis,España,11.9
2022,Por 100.000,Incidencia de la tuberculosis,España,7.79
2016,Por 100.000,Incidencia de la tuberculosis,Aragón,12.99
2014,Por 100.000,Incidencia de la tuberculosis,Aragón,12.73
2015,Por 100.000,Incidencia de la tuberculosis,Aragón,10.98
2016,Por 100.000,Incidencia de la tuberculosis,España,10.93
2020,Por 100.000,Incidencia de la tuberculosis,España,8.07
2015,Por 100.000,Incidencia de la tuberculosis,España,10.82
2018,Por 100.000,Incidencia de la tuberculosis,España,10.0
2021,Por 100.000,Incidencia de la tuberculosis,Aragón,8.34
2021,Por 100.000,Incidencia de la tuberculosis,España,7.72
2020,Por 100.000,Incidencia de la tuberculosis,Aragón,6.31
2019,Por 100.000,Incidencia de la tuberculosis,Aragón,10.12
2017,Por 100.000,Incidencia de la tuberculosis,España,10.07
2019,Por 100.000,Incidencia de la tuberculosis,España,9.98
2012,Por 100.000,Incidencia de la tuberculosis,España,12.79
2014,Por 100.000,Incidencia de la tuberculosis,España,11.44
2012,Por 100.000,Incidencia de la tuberculosis,Aragón,11.94
2022,Por 100.000,Incidencia de la tuberculosis,Aragón,6.82
2019,Por 100.000,Incidencia de la tuberculosis en los hombres,Aragón,12.38
2019,Por 100.000,Incidencia de la tuberculosis en los hombres,España,12.77
2014,Por 100.000,Incidencia de la tuberculosis en los hombres,España,14.07
2015,Por 100.000,Incidencia de la tuberculosis en los hombres,Aragón,11.6
2021,Por 100.000,Incidencia de la tuberculosis en los hombres,España,9.81
2013,Por 100.000,Incidencia de la tuberculosis en los hombres,España,14.45
2022,Por 100.000,Incidencia de la tuberculosis en los hombres,España,10.1
2016,Por 100.000,Incidencia de la tuberculosis en los hombres,Aragón,15.81
2018,Por 100.000,Incidencia de la tuberculosis en los hombres,España,12.77
2016,Por 100.000,Incidencia de la tuberculosis en los hombres,España,13.79
2021,Por 100.000,Incidencia de la tuberculosis en los hombres,Aragón,9.42
2020,Por 100.000,Incidencia de la tuberculosis en los hombres,Aragón,8.51
2017,Por 100.000,Incidencia de la tuberculosis en los hombres,Aragón,13.22
2017,Por 100.000,Incidencia de la tuberculosis en los hombres,España,13.0
2015,Por 100.000,Incidencia de la tuberculosis en los hombres,España,13.33
2013,Por 100.000,Incidencia de la tuberculosis en los hombres,Aragón,16.13
2012,Por 100.000,Incidencia de la tuberculosis en los hombres,Aragón,16.34
2018,Por 100.000,Incidencia de la tuberculosis en los hombres,Aragón,12.61
2020,Por 100.000,Incidencia de la tuberculosis en los hombres,España,10.31
2014,Por 100.000,Incidencia de la tuberculosis en los hombres,Aragón,15.02
2022,Por 100.000,Incidencia de la tuberculosis en los hombres,Aragón,8.34
2012,Por 100.000,Incidencia de la tuberculosis en los hombres,España,16.25
2022,Por 100.000,Incidencia de la tuberculosis en las mujeres,Aragón,5.33
2018,Por 100.000,Incidencia de la tuberculosis en las mujeres,Aragón,4.66
2013,Por 100.000,Incidencia de la tuberculosis en las mujeres,España,9.42
2016,Por 100.000,Incidencia de la tuberculosis en las mujeres,Aragón,10.23
2014,Por 100.000,Incidencia de la tuberculosis en las mujeres,España,8.9
2020,Por 100.000,Incidencia de la tuberculosis en las mujeres,España,5.92
2015,Por 100.000,Incidencia de la tuberculosis en las mujeres,España,8.39
2014,Por 100.000,Incidencia de la tuberculosis en las mujeres,Aragón,10.47
2021,Por 100.000,Incidencia de la tuberculosis en las mujeres,España,5.71
2017,Por 100.000,Incidencia de la tuberculosis en las mujeres,España,7.25
2022,Por 100.000,Incidencia de la tuberculosis en las mujeres,España,5.57
2019,Por 100.000,Incidencia de la tuberculosis en las mujeres,Aragón,7.91
2021,Por 100.000,Incidencia de la tuberculosis en las mujeres,Aragón,7.28
2019,Por 100.000,Incidencia de la tuberculosis en las mujeres,España,7.3
2012,Por 100.000,Incidencia de la tuberculosis en las mujeres,España,9.41
2018,Por 100.000,Incidencia de la tuberculosis en las mujeres,España,7.33
2017,Por 100.000,Incidencia de la tuberculosis en las mujeres,Aragón,7.52
2015,Por 100.000,Incidencia de la tuberculosis en las mujeres,Aragón,10.36
2016,Por 100.000,Incidencia de la tuberculosis en las mujeres,España,8.16
2020,Por 100.000,Incidencia de la tuberculosis en las mujeres,Aragón,4.16
2013,Por 100.000,Incidencia de la tuberculosis en las mujeres,Aragón,11.48
2012,Por 100.000,Incidencia de la tuberculosis en las mujeres,Aragón,7.58
