Year,Units,Series,Territorio,Value
2014,Porcentaje,Proporción de mujeres en cargos directivos,España,30.88
2012,Porcentaje,Proporción de mujeres en cargos directivos,España,30.21
2013,Porcentaje,Proporción de mujeres en cargos directivos,Aragón,34.71
2013,Porcentaje,Proporción de mujeres en cargos directivos,España,30.76
2020,Porcentaje,Proporción de mujeres en cargos directivos,Aragón,32.45
2022,Porcentaje,Proporción de mujeres en cargos directivos,Aragón,33.53
2010,Porcentaje,Proporción de mujeres en cargos directivos,España,34.33
2023,Porcentaje,Proporción de mujeres en cargos directivos,Aragón,30.03
2018,Porcentaje,Proporción de mujeres en cargos directivos,Aragón,26.1
2020,Porcentaje,Proporción de mujeres en cargos directivos,España,34.97
2018,Porcentaje,Proporción de mujeres en cargos directivos,España,32.13
2019,Porcentaje,Proporción de mujeres en cargos directivos,Aragón,26.26
2012,Porcentaje,Proporción de mujeres en cargos directivos,Aragón,29.31
2021,Porcentaje,Proporción de mujeres en cargos directivos,España,33.32
2010,Porcentaje,Proporción de mujeres en cargos directivos,Aragón,29.08
2016,Porcentaje,Proporción de mujeres en cargos directivos,España,32.2
2011,Porcentaje,Proporción de mujeres en cargos directivos,España,29.95
2017,Porcentaje,Proporción de mujeres en cargos directivos,España,30.59
2021,Porcentaje,Proporción de mujeres en cargos directivos,Aragón,25.01
2019,Porcentaje,Proporción de mujeres en cargos directivos,España,33.23
2016,Porcentaje,Proporción de mujeres en cargos directivos,Aragón,30.63
2022,Porcentaje,Proporción de mujeres en cargos directivos,España,34.71
2017,Porcentaje,Proporción de mujeres en cargos directivos,Aragón,31.37
2015,Porcentaje,Proporción de mujeres en cargos directivos,España,31.38
2011,Porcentaje,Proporción de mujeres en cargos directivos,Aragón,31.4
2014,Porcentaje,Proporción de mujeres en cargos directivos,Aragón,29.18
2015,Porcentaje,Proporción de mujeres en cargos directivos,Aragón,29.02
2014,Porcentaje,Proporción de mujeres en alta dirección,Aragón,27.21
2023,Porcentaje,Proporción de mujeres en alta dirección,Aragón,32.71
2022,Porcentaje,Proporción de mujeres en alta dirección,Aragón,24.95
2015,Porcentaje,Proporción de mujeres en alta dirección,España,30.35
2018,Porcentaje,Proporción de mujeres en alta dirección,Aragón,34.11
2012,Porcentaje,Proporción de mujeres en alta dirección,Aragón,36.26
2019,Porcentaje,Proporción de mujeres en alta dirección,España,33.73
2011,Porcentaje,Proporción de mujeres en alta dirección,Aragón,34.08
2014,Porcentaje,Proporción de mujeres en alta dirección,España,29.42
2019,Porcentaje,Proporción de mujeres en alta dirección,Aragón,36.55
2020,Porcentaje,Proporción de mujeres en alta dirección,Aragón,33.61
2010,Porcentaje,Proporción de mujeres en alta dirección,Aragón,36.48
2021,Porcentaje,Proporción de mujeres en alta dirección,Aragón,24.14
2016,Porcentaje,Proporción de mujeres en alta dirección,Aragón,32.96
2013,Porcentaje,Proporción de mujeres en alta dirección,España,29.34
2010,Porcentaje,Proporción de mujeres en alta dirección,España,27.13
2017,Porcentaje,Proporción de mujeres en alta dirección,España,30.92
2011,Porcentaje,Proporción de mujeres en alta dirección,España,28.05
2013,Porcentaje,Proporción de mujeres en alta dirección,Aragón,35.14
2017,Porcentaje,Proporción de mujeres en alta dirección,Aragón,29.04
2012,Porcentaje,Proporción de mujeres en alta dirección,España,28.78
2016,Porcentaje,Proporción de mujeres en alta dirección,España,30.31
2015,Porcentaje,Proporción de mujeres en alta dirección,Aragón,25.12
2018,Porcentaje,Proporción de mujeres en alta dirección,España,31.91
2016,Porcentaje,Proporción de mujeres empresarias,España,37.1
2017,Porcentaje,Proporción de mujeres empresarias,España,37.2
2013,Porcentaje,Proporción de mujeres empresarias,España,36.25
2019,Porcentaje,Proporción de mujeres empresarias,España,37.67
2010,Porcentaje,Proporción de mujeres empresarias,España,35.18
2018,Porcentaje,Proporción de mujeres empresarias,España,37.47
2014,Porcentaje,Proporción de mujeres empresarias,España,36.6
2015,Porcentaje,Proporción de mujeres empresarias,España,36.79
2012,Porcentaje,Proporción de mujeres empresarias,España,35.88
2019,Porcentaje,Proporción de mujeres empresarias,Aragón,34.88
2021,Porcentaje,Proporción de mujeres empresarias,Aragón,35.3
2011,Porcentaje,Proporción de mujeres empresarias,Aragón,31.69
2013,Porcentaje,Proporción de mujeres empresarias,Aragón,32.82
2011,Porcentaje,Proporción de mujeres empresarias,España,35.57
2018,Porcentaje,Proporción de mujeres empresarias,Aragón,34.68
2017,Porcentaje,Proporción de mujeres empresarias,Aragón,34.43
2016,Porcentaje,Proporción de mujeres empresarias,Aragón,34.22
2020,Porcentaje,Proporción de mujeres empresarias,España,37.65
2012,Porcentaje,Proporción de mujeres empresarias,Aragón,32.19
2020,Porcentaje,Proporción de mujeres empresarias,Aragón,34.89
2010,Porcentaje,Proporción de mujeres empresarias,Aragón,31.05
2021,Porcentaje,Proporción de mujeres empresarias,España,38.02
2014,Porcentaje,Proporción de mujeres empresarias,Aragón,33.16
2015,Porcentaje,Proporción de mujeres empresarias,Aragón,33.59
