Year,Units,Series,Territorio,Value
2015,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,2698.57
2020,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,2982.39
2014,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,2769.76
2012,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2710.87
2017,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,2973.3
2017,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2862.78
2013,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,2745.8
2016,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2726.24
2014,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2631.26
2018,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2998.58
2011,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2786.59
2019,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,3145.33
2012,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,3033.49
2011,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,3314.14
2018,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,3093.92
2013,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2644.69
2015,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2638.15
2016,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,2898.14
2010,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,2891.88
2019,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,3056.42
2020,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,España,3069.78
2010,Por millón de habitantes,Número de personas investigadoras (en equivalente a tiempo completo) por cada millón de habitantes,Aragón,3602.79
