Year,Units,Series,Territorio,Value
2011,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Aragón,0.56
2017,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.3
2020,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Aragón,0.38
2015,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.32
2012,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Aragón,0.53
2021,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Aragón,0.36
2020,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.26
2011,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.34
2021,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.26
2014,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.32
2015,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Aragón,0.49
2012,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.34
2010,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.34
2019,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Aragón,0.4
2018,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.29
2013,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.32
2010,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Aragón,0.46
2017,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Aragón,0.48
2016,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.3
2018,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Aragón,0.42
2013,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Aragón,0.46
2019,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,España,0.27
2016,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Aragón,0.44
2014,Kg de CO2 equivalente por euro de PIB,Emisiones totales de gases de efecto invernadero de las unidades residentes por unidad de PIB,Aragón,0.5
2019,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,6.84
2017,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,7.44
2018,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,7.28
2020,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Aragón,9.28
2013,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Aragón,11.14
2014,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Aragón,12.13
2012,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Aragón,12.47
2010,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,7.78
2016,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,7.16
2018,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Aragón,11.45
2019,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Aragón,10.81
2021,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Aragón,9.2
2020,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,5.85
2021,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,6.23
2010,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Aragón,11.69
2011,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Aragón,13.93
2015,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,7.41
2011,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,7.76
2012,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,7.61
2015,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Aragón,12.18
2013,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,7.06
2017,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Aragón,12.68
2016,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,Aragón,11.3
2014,Toneladas de CO2 equivalente per cápita,Emisiones totales de gases de efecto invernadero de las unidades residentes per cápita,España,7.14
2016,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,Aragón,-3.02
2014,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,Aragón,7.63
2013,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,España,10.39
2018,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,España,11.41
2021,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,Aragón,-24.06
2016,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,España,9.08
2013,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,Aragón,-1.59
2019,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,España,4.24
2015,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,Aragón,7.15
2021,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,España,-3.74
2010,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,Aragón,3.35
2020,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,España,-10.11
2018,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,Aragón,-2.03
2014,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,España,10.24
2011,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,España,22.56
2012,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,Aragón,13.8
2020,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,Aragón,-22.89
2017,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,España,14.02
2010,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,España,22.34
2012,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,España,20.74
2011,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,Aragón,27.62
2019,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,Aragón,-7.49
2015,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,España,13.89
2017,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 1990,Aragón,11.16
2011,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,España,-21.12
2012,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,España,-22.29
2013,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,España,-28.95
2011,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,Aragón,-13.42
2018,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,España,-28.3
2010,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,España,-21.27
2019,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,Aragón,-37.24
2016,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,Aragón,-34.21
2013,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,Aragón,-33.24
2010,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,Aragón,-29.88
2014,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,España,-29.05
2021,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,Aragón,-48.48
2012,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,Aragón,-22.8
2017,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,Aragón,-24.59
2017,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,España,-26.62
2015,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,España,-26.7
2018,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,Aragón,-33.53
2019,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,España,-32.91
2020,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,Aragón,-47.69
2014,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,Aragón,-26.98
2015,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,Aragón,-27.31
2021,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,España,-38.05
2016,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,España,-29.8
2020,Porcentaje,Emisiones de gases de efecto invernadero respecto al año 2005,España,-42.15
