"Year","Units","Series","Territorio","Value"
"2022","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","España","0.06"
"2017","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","España","0.1"
"2014","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","Aragón","0.1"
"2015","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","Aragón","0.03"
"2018","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","España","0.06"
"2020","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","España","0.05"
"2019","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","Aragón","0.09"
"2018","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","Aragón","0.064"
"2011","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","Aragón","0.04"
"2016","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","España","0.1"
"2021","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","Aragón","0.03"
"2016","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","Aragón","0.13"
"2012","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","Aragón","0.21"
"2010","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","Aragón","0.18"
"2010","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","España","0.12"
"2019","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","España","0.07"
"2017","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","Aragón","0.13"
"2015","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","España","0.09"
"2013","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","Aragón","0.03"
"2022","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","Aragón","0.03"
"2011","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","España","0.14"
"2021","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","España","0.05"
"2020","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","Aragón","0.03"
"2013","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","España","0.13"
"2012","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","España","0.13"
"2014","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 10 y 14 años por cada 1.000 mujeres de ese grupo de edad","España","0.12"
"2010","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","Aragón","10.08"
"2022","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","España","4.61"
"2010","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","España","10.61"
"2020","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","Aragón","5.74"
"2019","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","España","5.99"
"2015","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","Aragón","7.87"
"2013","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","Aragón","8.97"
"2016","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","España","7.36"
"2012","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","España","8.99"
"2021","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","Aragón","3.73"
"2019","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","Aragón","5.08"
"2015","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","España","7.74"
"2014","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","Aragón","7.1"
"2013","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","España","8.38"
"2016","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","Aragón","6.61"
"2020","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","España","5.36"
"2021","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","España","4.62"
"2018","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","Aragón","6.42"
"2017","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","España","7.07"
"2017","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","Aragón","5.71"
"2022","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","Aragón","3.72"
"2011","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","España","9.51"
"2012","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","Aragón","7.4"
"2014","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","España","8.09"
"2011","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","Aragón","7.98"
"2018","Por 1.000 habitantes","Tasa de fecundidad de las adolescentes entre 15 y 19 años por cada 1.000 mujeres de ese grupo de edad","España","6.26"
