"Year","Units","Series","Territorio","Value"
"2015","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","Aragón","47.76"
"2018","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","Aragón","47.76"
"2019","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","Aragón","47.76"
"2013","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","Aragón","32.84"
"2011","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","Aragón","32.84"
"2022","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","España","47.46"
"2020","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","España","46.34"
"2017","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","Aragón","47.76"
"2023","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","Aragón","41.79"
"2021","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","España","47.18"
"2019","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","España","46.19"
"2016","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","Aragón","47.76"
"2022","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","Aragón","49.25"
"2014","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","España","43.38"
"2013","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","España","43.38"
"2010","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","España","42.22"
"2020","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","Aragón","49.25"
"2012","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","España","43.38"
"2010","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","Aragón","35.82"
"2014","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","Aragón","32.84"
"2011","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","España","43.14"
"2023","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","España","47.01"
"2021","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","Aragón","49.25"
"2016","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","España","45.08"
"2018","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","España","45.43"
"2017","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","España","45.43"
"2012","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","Aragón","32.84"
"2015","Porcentaje","Proporción de escaños ocupados por mujeres en los parlamentos autonómicos","España","44.52"
"2018","Porcentaje","Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos","Aragón","44.44"
"2017","Porcentaje","Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos","Aragón","44.44"
"2015","Porcentaje","Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos","Aragón","44.44"
"2013","Porcentaje","Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos","España","34.16"
"2011","Porcentaje","Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos","España","34.13"
"2019","Porcentaje","Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos","España","47.24"
"2011","Porcentaje","Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos","Aragón","11.11"
"2021","Porcentaje","Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos","Aragón","50"
"2016","Porcentaje","Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos","Aragón","44.44"
"2018","Porcentaje","Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos","España","43.17"
"2012","Porcentaje","Proporción de consejerías ocupadas por mujeres en los gobiernos autonómicos","España","34.13"
