"Year","Units","Series","Territorio","Value"
"2013","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","Aragón","95.3"
"2014","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","España","95.01"
"2012","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","España","94.38"
"2013","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","España","94.18"
"2020","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","España","98.89"
"2019","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","Aragón","97.5"
"2015","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","Aragón","95.2"
"2019","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","España","96.92"
"2010","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","España","92.3"
"2020","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","Aragón","99.4"
"2015","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","España","95.45"
"2022","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","España","99.25"
"2021","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","Aragón","99"
"2021","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","España","99.17"
"2017","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","España","96.16"
"2017","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","Aragón","96.4"
"2012","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","Aragón","95.3"
"2011","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","Aragón","93.6"
"2014","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","Aragón","94"
"2022","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","Aragón","98.4"
"2011","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","España","92.79"
"2010","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","Aragón","93.3"
"2023","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","España","99.18"
"2023","Porcentaje","Proporción de personas entre 16 y 74 años que utilizan el teléfono móvil","Aragón","99.2"
"2020","Porcentaje","Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil","Aragón","94.6"
"2010","Porcentaje","Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil","Aragón","99.29"
"2011","Porcentaje","Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil","Aragón","99.14"
"2015","Porcentaje","Proporción de mujeres entre 16 y 74 años que utilizan el teléfono móvil","Aragón","95.4"
