"Year","Units","Series","Territorio","Value"
2015,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","Aragón",8.85
2016,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","España",13.42
2012,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","Aragón",8.44
2013,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","Aragón",8.18
2011,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","Aragón",8.43
2014,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","Aragón",8.74
2017,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","Aragón",9.4
2022,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","España",16.19
2010,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","Aragón",8.93
2018,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","Aragón",9.18
2012,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","España",15.95
2014,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","España",13.22
2013,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","España",13.92
2021,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","España",16.06
2010,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","España",18.72
2019,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","Aragón",8.63
2020,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","Aragón",11.39
2011,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","España",17.24
2017,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","España",14.22
2015,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","España",12.47
2021,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","Aragón",12.28
2018,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","España",15.63
2022,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","Aragón",13.31
2019,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","España",16.15
2016,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","Aragón",8.66
2020,"Porcentaje","Proporción de personas detenidas que no han sido condenadas respecto al total de personas reclusas","España",15.72
