"Year","Units","Series","Territorio","Value"
2018,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","Aragón",44.16
2010,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","España",49.11
2016,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","España",45.2
2012,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","España",46.69
2019,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","España",46.58
2011,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","España",48.26
2014,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","España",45.86
2018,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","España",45.36
2013,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","España",45.8
2021,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","Aragón",46.24
2017,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","Aragón",43.8
2021,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","España",49.04
2012,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","Aragón",45.8
2015,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","Aragón",44.45
2022,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","Aragón",44.84
2013,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","Aragón",44.22
2022,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","España",47.76
2020,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","España",50.11
2015,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","España",45.72
2014,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","Aragón",43.99
2020,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","Aragón",47.35
2019,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","Aragón",45.07
2017,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","España",45.05
2016,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","Aragón",43.69
2011,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","Aragón",46.89
2010,"Porcentaje","Proporción del PIB generada por el trabajo asalariado","Aragón",47.66
