Year,Units,Series,Territorio,Value
2017,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,España,84.5
2018,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,Aragón,87.17
2016,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,España,84.3
2019,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,Aragón,82.28
2018,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,España,83.44
2016,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,Aragón,95.7
2020,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,Aragón,74.3
2019,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,España,84.19
2017,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,Aragón,85.0
2020,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,España,84.09
2021,Porcentaje,Proporción de personas que reciben suministro de agua con cobertura del Sistema Nacional de Aguas de Consumo,España,84.38
